Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001993,Female,No,0,Graduate,No,308484,136612,11070,360,1,Rural,Y
LP001994,Female,No,0,Graduate,No,196800,152766,8528,360,0,Urban,N
LP001996,Male,No,0,Graduate,No,1659106,0,39360,360,1,Rural,N
LP001998,Male,Yes,2,Not Graduate,No,628694,0,15170,360,,Rural,Y
LP002002,Female,No,0,Graduate,No,239194,0,6888,360,1,Semiurban,Y
LP002004,Male,No,0,Not Graduate,No,240014,197210,9102,360,1,Semiurban,Y
LP002006,Female,No,0,Graduate,No,205574,0,4592,360,1,Rural,Y
LP002008,Male,Yes,2,Graduate,Yes,471172,0,11808,84,,Rural,Y
LP002024,,Yes,0,Graduate,No,202786,151126,13038,360,1,Rural,N
LP002031,Male,Yes,1,Not Graduate,No,278718,134480,9102,180,1,Urban,Y
LP002035,Male,Yes,2,Graduate,No,304794,0,9840,360,1,Semiurban,Y
LP002036,Male,Yes,0,Graduate,No,168756,174988,7216,360,,Urban,Y
LP002043,Female,No,1,Graduate,No,290362,0,9184,360,,Semiurban,Y
LP002050,Male,Yes,1,Graduate,Yes,820000,0,12710,360,1,Rural,N
LP002051,Male,Yes,0,Graduate,No,196800,177694,9430,360,1,Semiurban,Y
LP002053,Male,Yes,3+,Graduate,No,356044,15498,10168,360,1,Semiurban,Y
LP002054,Male,Yes,2,Not Graduate,No,295282,130380,,360,1,Rural,Y
LP002055,Female,No,0,Graduate,No,259612,244770,10824,360,,Rural,Y
LP002065,Male,Yes,3+,Graduate,No,1230000,0,24600,360,1,Rural,Y
LP002067,Male,Yes,1,Graduate,Yes,710612,408606,30832,360,0,Rural,N
LP002068,Male,No,0,Graduate,No,403194,0,10660,360,0,Rural,Y
LP002082,Male,Yes,0,Graduate,Yes,477076,177120,15088,360,1,Semiurban,Y
LP002086,Female,Yes,0,Graduate,No,355306,200982,9020,360,1,Urban,N
LP002087,Female,No,0,Graduate,No,205000,0,5494,360,1,Urban,Y
LP002097,Male,No,1,Graduate,No,359488,147026,9594,360,1,Urban,Y
LP002098,Male,No,0,Graduate,No,240670,0,8036,360,1,Semiurban,Y
LP002100,Male,No,,Graduate,No,232306,0,5822,360,1,Urban,Y
LP002101,Male,Yes,0,Graduate,,5193634,0,40180,180,1,Urban,Y
LP002103,,Yes,1,Graduate,Yes,806306,150306,14924,180,1,Urban,Y
LP002106,Male,Yes,,Graduate,Yes,451246,368180,5740,,1,Semiurban,Y
LP002110,Male,Yes,1,Graduate,,430500,56416,13120,360,1,Rural,Y
LP002112,Male,Yes,2,Graduate,Yes,205000,377200,14432,360,1,Rural,Y
LP002113,Female,No,3+,Not Graduate,No,150060,0,,360,0,Urban,N
LP002114,Female,No,0,Graduate,No,341120,0,5822,360,1,Semiurban,Y
LP002115,Male,Yes,3+,Not Graduate,No,217054,130134,14186,360,1,Rural,N
LP002116,Female,No,0,Graduate,No,194996,0,3772,360,1,Rural,N
LP002119,Male,Yes,1,Not Graduate,No,373428,100778,12956,360,1,Urban,Y
LP002126,Male,Yes,3+,Not Graduate,No,260186,0,6068,360,1,Semiurban,Y
LP002128,Male,Yes,2,Graduate,,211806,191060,10250,360,1,Rural,Y
LP002129,Male,Yes,0,Graduate,No,204918,201556,13120,360,1,Semiurban,Y
LP002130,Male,Yes,,Not Graduate,No,288886,264860,12464,360,0,Rural,N
LP002131,Male,Yes,2,Not Graduate,No,252806,177776,10332,360,1,Urban,Y
LP002137,Male,Yes,0,Graduate,No,519306,375806,21238,360,,Semiurban,Y
LP002138,Male,Yes,0,Graduate,No,215250,512500,15334,360,1,Rural,Y
LP002139,Male,Yes,0,Graduate,No,744806,0,18696,360,1,Semiurban,Y
LP002140,Male,No,0,Graduate,No,717500,341694,25256,360,1,Rural,N
LP002141,Male,Yes,3+,Graduate,No,218612,170806,7790,360,1,Rural,Y
LP002142,Female,Yes,0,Graduate,Yes,451000,0,8610,360,0,Rural,N
LP002143,Female,Yes,0,Graduate,No,198686,41410,10660,360,1,Semiurban,Y
LP002144,Female,No,,Graduate,No,312666,0,9512,180,1,Urban,Y
LP002149,Male,Yes,2,Graduate,No,683306,259694,13530,360,1,Rural,Y
LP002151,Male,Yes,1,Graduate,No,317750,0,5494,360,1,Urban,N
LP002158,Male,Yes,0,Not Graduate,No,246000,136612,8200,480,0,Urban,N
LP002160,Male,Yes,3+,Graduate,No,423694,259694,16400,360,1,Semiurban,Y
LP002161,Female,No,1,Graduate,No,387286,0,6642,360,1,Semiurban,N
LP002170,Male,Yes,2,Graduate,No,410000,300694,19352,360,1,Semiurban,Y
LP002175,Male,Yes,0,Graduate,No,389500,191306,10660,360,1,Urban,Y
LP002178,Male,Yes,0,Graduate,No,247066,248706,7790,300,,Urban,Y
LP002180,Male,No,0,Graduate,Yes,559404,0,11562,360,1,Rural,Y
LP002181,Male,No,0,Not Graduate,No,509712,0,10906,360,1,Rural,N
LP002187,Male,No,0,Graduate,No,205000,0,7872,480,1,Semiurban,N
LP002188,Male,No,0,Graduate,No,420168,0,10168,,0,Rural,N
LP002190,Male,Yes,1,Graduate,No,518650,0,14350,360,1,Semiurban,Y
LP002191,Male,Yes,0,Graduate,No,1617860,431812,46740,360,1,Rural,N
LP002194,Female,No,0,Graduate,Yes,1292238,0,4510,360,1,Semiurban,Y
LP002197,Male,Yes,2,Graduate,No,425170,0,12710,360,1,Semiurban,Y
LP002201,Male,Yes,2,Graduate,Yes,764486,645586,31160,300,1,Rural,Y
LP002205,Male,No,1,Graduate,No,251084,162934,9102,180,0,Urban,N
LP002209,Female,No,0,Graduate,,226648,119638,9020,360,1,Urban,Y
LP002211,Male,Yes,0,Graduate,No,394994,75686,9840,180,1,Urban,Y
LP002219,Male,Yes,3+,Graduate,No,717500,409672,10660,360,1,Rural,Y
LP002223,Male,Yes,0,Graduate,No,353420,0,10660,360,,Semiurban,Y
LP002224,Male,No,0,Graduate,No,251658,0,5822,480,1,Urban,N
LP002225,Male,Yes,2,Graduate,No,442062,0,10660,360,1,Urban,Y
LP002226,Male,Yes,0,Graduate,,273306,205000,10496,360,1,Semiurban,Y
LP002229,Male,No,0,Graduate,No,487162,347024,24272,360,1,Semiurban,Y
LP002231,Female,No,0,Graduate,No,492000,0,12792,360,1,Urban,Y
LP002234,Male,No,0,Graduate,Yes,587694,0,10496,360,1,Urban,Y
LP002236,Male,Yes,2,Graduate,No,374412,0,8200,360,1,Urban,N
LP002237,Male,No,1,Graduate,,300694,0,9266,180,1,Urban,Y
LP002239,Male,No,0,Not Graduate,No,192372,131200,10824,360,1,Semiurban,Y
LP002243,Male,Yes,0,Not Graduate,No,246820,257152,,360,0,Urban,N
LP002244,Male,Yes,0,Graduate,No,191306,198194,11152,360,1,Urban,Y
LP002250,Male,Yes,0,Graduate,No,450016,0,10250,360,1,Rural,Y
LP002255,Male,No,3+,Graduate,No,751694,0,15170,360,1,Rural,Y
LP002262,Male,Yes,3+,Graduate,No,779328,0,22550,360,1,Rural,Y
LP002263,Male,Yes,0,Graduate,No,211806,173430,9840,360,,Urban,Y
LP002265,Male,Yes,2,Not Graduate,No,163426,133250,9266,180,1,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,254200,114800,9266,360,1,Urban,Y
LP002272,Male,Yes,2,Graduate,No,268632,39688,11070,360,,Semiurban,Y
LP002277,Female,No,0,Graduate,No,260760,0,5822,360,0,Urban,N
LP002281,Male,Yes,0,Graduate,No,248706,119638,7790,360,1,Urban,Y
LP002284,Male,No,0,Not Graduate,No,319964,136612,8938,360,1,Rural,Y
LP002287,Female,No,0,Graduate,No,123000,147600,8446,360,0,Semiurban,N
LP002288,Male,Yes,2,Not Graduate,No,236898,0,3690,180,0,Urban,N
LP002296,Male,No,0,Not Graduate,No,225910,0,5330,300,1,Rural,N
LP002297,Male,No,0,Graduate,No,205000,1640000,8446,360,1,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,160966,0,4346,360,1,Semiurban,Y
LP002301,Female,No,0,Graduate,Yes,610162,0,15908,360,1,Rural,N
LP002305,Female,No,0,Graduate,No,372854,0,9430,360,1,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,No,177694,196800,9430,360,1,Urban,Y
LP002314,Female,No,0,Not Graduate,No,181466,0,5412,360,1,Rural,Y
LP002315,Male,Yes,1,Graduate,No,680600,0,12464,300,0,Semiurban,N
LP002317,Male,Yes,3+,Graduate,No,6642000,0,29520,360,0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,317094,0,5084,360,1,Semiurban,N
LP002319,Male,Yes,0,Graduate,,512992,0,13120,360,,Urban,Y
LP002328,Male,Yes,0,Not Graduate,No,499872,0,17876,360,0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,184746,166706,9020,360,1,Rural,Y
LP002335,Female,Yes,0,Not Graduate,No,176218,265434,14596,360,0,Semiurban,N
LP002337,Female,No,0,Graduate,No,245590,0,4920,360,1,Urban,Y
LP002341,Female,No,1,Graduate,No,213200,0,13120,360,1,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,131200,1640000,19598,360,1,Urban,N
LP002345,Male,Yes,0,Graduate,No,84050,227386,9184,360,1,Rural,Y
LP002347,Male,Yes,0,Graduate,No,266172,116194,11316,360,1,Semiurban,Y
LP002348,Male,Yes,0,Graduate,No,477978,0,11316,360,1,Rural,Y
LP002357,Female,No,0,Not Graduate,No,223040,0,6560,,0,Urban,N
LP002361,Male,Yes,0,Graduate,No,149240,140958,8200,360,1,Urban,Y
LP002362,Male,Yes,1,Graduate,No,594500,136694,9020,,0,Urban,N
LP002364,Male,Yes,0,Graduate,No,1220160,0,7872,360,1,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,218612,352600,9922,360,1,Rural,Y
LP002367,Female,No,1,Not Graduate,No,377692,0,6642,360,1,Rural,N
LP002368,Male,Yes,2,Graduate,No,486670,0,10906,360,1,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,239440,1321.840069,7134,360,1,Rural,Y
LP002370,Male,No,0,Not Graduate,No,222794,0,4920,180,1,Urban,Y
LP002377,Female,No,1,Graduate,Yes,707168,0,12300,360,1,Semiurban,Y
LP002379,Male,No,0,Graduate,No,533000,0,8610,360,0,Rural,N
LP002386,Male,No,0,Graduate,,1055832,0,33210,360,1,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,198850,191880,11726,360,1,Semiurban,Y
LP002390,Male,No,0,Graduate,No,307500,0,8200,360,1,Urban,Y
LP002393,Female,,,Graduate,No,823854,0,,240,1,Semiurban,Y
LP002398,Male,No,0,Graduate,No,157932,151782,336200,360,1,Semiurban,Y
LP002401,Male,Yes,0,Graduate,No,181466,92250,,360,1,Urban,Y
LP002403,Male,No,0,Graduate,Yes,854112,0,15334,360,0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,585644,0,11316,360,1,Rural,Y
LP002408,Male,No,0,Graduate,No,300120,415248,15334,360,1,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,647882,150306,14760,360,1,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,385974,163426,12136,360,1,Semiurban,Y
LP002422,Male,No,1,Graduate,No,3092958,0,12464,360,1,Semiurban,Y
LP002424,Male,Yes,0,Graduate,No,601306,683306,14350,300,,Rural,Y
LP002429,Male,Yes,1,Graduate,Yes,284212,99220,10660,360,1,Rural,Y
LP002434,Male,Yes,2,Not Graduate,No,381464,0,9020,360,1,Rural,Y
LP002435,Male,Yes,0,Graduate,,290198,112832,4510,360,1,Rural,N
LP002443,Male,Yes,2,Graduate,No,273880,140220,12300,360,0,Rural,N
LP002444,Male,No,1,Not Graduate,Yes,227058,126444,15580,360,,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,No,189338,102910,10250,360,0,Rural,N
LP002447,Male,Yes,2,Not Graduate,No,160556,119392,4920,300,,Urban,Y
LP002448,Male,Yes,0,Graduate,No,323736,142106,12218,360,0,Rural,N
LP002449,Male,Yes,0,Graduate,No,203606,202212,7380,180,0,Rural,Y
LP002453,Male,No,0,Graduate,Yes,580970,0,6888,360,1,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,316438,0,7872,360,1,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,352682,0,9676,360,1,Urban,Y
LP002467,Male,Yes,0,Graduate,No,304056,210658,14186,360,1,Urban,N
LP002472,Male,No,2,Graduate,No,357028,0,11152,360,1,Rural,Y
LP002473,Male,Yes,0,Graduate,No,683388,0,13120,360,1,Semiurban,N
LP002478,,Yes,0,Graduate,Yes,170806,334806,13120,360,,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,No,634680,0,10496,180,1,Urban,Y
LP002487,Male,Yes,0,Graduate,No,247230,179416,12546,360,1,Rural,Y
LP002489,Female,No,1,Not Graduate,,425662,0,10824,360,1,Semiurban,Y
LP002493,Male,No,0,Graduate,No,341612,0,8036,360,0,Semiurban,N
LP002494,Male,No,0,Graduate,No,492000,0,11480,360,1,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,241654,136448,5740,180,0,Urban,N
LP002501,,Yes,0,Graduate,No,1368744,0,9020,360,1,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,,17220,239194,8036,360,1,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,355306,200982,9020,360,1,Urban,N
LP002515,Male,Yes,1,Graduate,Yes,282900,170478,13284,360,1,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,217546,123000,9266,180,0,Rural,N
LP002519,Male,Yes,3+,Graduate,No,384662,0,8200,360,1,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,205000,0,7626,360,,Urban,Y
LP002524,Male,No,2,Graduate,No,453624,381136,13284,360,1,Rural,Y
LP002527,Male,Yes,2,Graduate,Yes,1355050,83148,12300,360,1,Rural,Y
LP002529,Male,Yes,2,Graduate,No,549400,143500,18860,300,1,Semiurban,Y
LP002530,,Yes,2,Graduate,No,235586,153504,10824,360,0,Semiurban,N
LP002531,Male,Yes,1,Graduate,Yes,1366694,184500,7052,360,1,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,241654,131446,,360,1,Urban,N
LP002534,Female,No,0,Not Graduate,No,356700,0,12628,360,1,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,No,253790,0,9266,360,1,Rural,Y
LP002537,Male,Yes,0,Graduate,No,170806,258300,10496,360,1,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,888306,0,19188,360,1,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,683306,0,20172,360,1,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,No,160556,199752,10742,360,1,Rural,Y
LP002545,Male,No,2,Graduate,No,290854,0,6560,360,0,Rural,N
LP002547,Male,Yes,1,Graduate,No,1503306,0,41000,360,1,Urban,N
LP002555,Male,Yes,2,Graduate,Yes,375806,170806,13120,360,1,Semiurban,Y
LP002556,Male,No,0,Graduate,No,199670,0,6150,360,1,Urban,N
LP002560,Male,No,0,Not Graduate,No,221318,228370,7872,360,,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,No,437306,92742,15252,360,,Urban,Y
LP002571,Male,No,0,Not Graduate,No,302662,0,9020,360,1,Rural,Y
LP002582,Female,No,0,Not Graduate,Yes,1415566,0,18450,360,1,Semiurban,Y
LP002585,Male,Yes,0,Graduate,No,294954,176874,9758,360,0,Rural,N
LP002586,Female,Yes,1,Graduate,No,272732,74866,8610,84,1,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,213200,139400,8774,360,1,Rural,Y
LP002588,Male,Yes,0,Graduate,No,379250,234274,9102,12,,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,237390,0,7790,360,1,Semiurban,Y
LP002602,Male,No,0,Graduate,No,515206,362112,17138,360,0,Rural,N
LP002603,Female,No,0,Graduate,No,52890,302006,9266,480,1,Rural,Y
LP002606,Female,No,0,Graduate,No,259038,0,8200,360,1,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,398930,461168,17056,360,1,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,No,332100,434764,11316,360,,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,312748,121606,10168,300,1,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,287820,362112,19926,360,1,Rural,Y
LP002624,Male,Yes,0,Graduate,No,1708306,546694,39360,360,,Urban,Y
LP002625,,No,0,Graduate,No,293806,0,7872,360,1,Urban,N
LP002626,Male,Yes,0,Graduate,Yes,203278,247066,15416,360,1,Urban,Y
LP002634,Female,No,1,Graduate,No,1087484,0,3280,360,1,Urban,Y
LP002637,Male,No,0,Not Graduate,No,295036,105534,8200,360,1,Rural,N
LP002640,Male,Yes,1,Graduate,No,497330,164328,20500,360,1,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,269206,166870,12136,360,1,Urban,Y
LP002648,Male,Yes,0,Graduate,No,174660,546612,5740,180,1,Semiurban,N
LP002652,Male,No,0,Graduate,No,476830,300612,25502,360,1,Rural,N
LP002659,Male,Yes,3+,Graduate,No,284212,281096,12300,360,1,Rural,Y
LP002670,Female,Yes,2,Graduate,No,166542,133824,9266,480,1,Semiurban,Y
LP002682,Male,Yes,,Not Graduate,No,252068,147600,10086,360,0,Semiurban,N
LP002683,Male,No,0,Graduate,No,384006,157030,15170,360,1,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,278800,0,7790,360,1,Rural,N
LP002689,Male,Yes,2,Not Graduate,No,179744,142844,3690,360,1,Semiurban,Y
LP002690,Male,No,0,Graduate,No,205000,0,4510,360,1,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,465514,116768,8200,360,1,Rural,Y
LP002693,Male,Yes,2,Graduate,Yes,651736,587612,39360,360,1,Rural,Y
LP002697,Male,No,0,Graduate,No,383760,171134,,360,1,Semiurban,N
LP002699,Male,Yes,2,Graduate,Yes,1435000,0,32800,360,1,Rural,Y
LP002705,Male,Yes,0,Graduate,No,309550,0,9020,360,1,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,433370,117260,13202,360,0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,No,219678,106764,7708,360,1,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,556206,0,10660,360,1,Semiurban,Y
LP002717,Male,Yes,0,Graduate,No,84050,451000,17712,360,,Rural,Y
LP002720,Male,Yes,3+,Graduate,No,351042,0,8200,360,1,Urban,Y
LP002723,Male,No,2,Graduate,No,294216,0,9020,360,0,Rural,N
LP002729,Male,No,1,Graduate,No,922500,0,16072,360,,Semiurban,N
LP002731,Female,No,0,Not Graduate,Yes,1489530,0,10250,360,1,Urban,Y
LP002732,Male,No,0,Not Graduate,,209100,167444,10332,360,1,Rural,Y
LP002734,Male,Yes,0,Graduate,No,502906,320292,26568,360,1,Urban,Y
LP002738,Male,No,2,Graduate,No,296594,0,8774,360,1,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,239194,43952,5412,360,1,Rural,N
LP002740,Male,Yes,3+,Graduate,No,526194,0,12874,180,1,Rural,Y
LP002741,Female,Yes,1,Graduate,No,377856,233290,11480,180,1,Semiurban,Y
LP002743,Female,No,0,Graduate,No,175316,0,8118,360,0,Semiurban,N
LP002753,Female,No,1,Graduate,,299464,0,7790,360,1,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,No,183598,206968,10496,360,1,Urban,Y
LP002757,Female,Yes,0,Not Graduate,No,247394,54366,8364,360,,Semiurban,Y
LP002767,Male,Yes,0,Graduate,No,226976,159900,12710,360,1,Rural,Y
LP002768,Male,No,0,Not Graduate,No,275356,0,6560,36,1,Semiurban,N
LP002772,Male,No,0,Graduate,No,207132,146206,11890,360,1,Rural,Y
LP002776,Female,No,0,Graduate,No,410000,0,8446,360,0,Semiurban,N
LP002777,Male,Yes,0,Graduate,No,228370,165312,9020,360,1,Rural,Y
LP002778,Male,Yes,2,Graduate,Yes,543906,0,,360,0,Rural,N
LP002784,Male,Yes,1,Not Graduate,No,204344,194750,,360,1,Rural,Y
LP002785,Male,Yes,1,Graduate,No,273306,266500,12956,360,1,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,201228,191306,14842,360,0,Urban,N
LP002789,Male,Yes,0,Graduate,No,294626,349812,10824,180,0,Rural,N
LP002792,Male,Yes,1,Graduate,No,448376,84624,2132,360,1,Semiurban,Y
LP002794,Female,No,0,Graduate,No,218694,133250,6888,360,,Urban,Y
LP002795,Male,Yes,3+,Graduate,Yes,831398,0,21320,360,1,Semiurban,Y
LP002798,Male,Yes,0,Graduate,No,318734,218858,13284,360,1,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,342760,189092,14924,360,1,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,301350,19844,8856,360,1,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,1597688,0,49200,360,1,Semiurban,Y
LP002820,Male,Yes,0,Graduate,No,485686,168428,17302,360,1,Rural,Y
LP002821,Male,No,0,Not Graduate,Yes,475600,0,10824,360,1,Semiurban,Y
LP002832,Male,Yes,2,Graduate,No,721518,0,21156,360,0,Urban,N
LP002833,Male,Yes,0,Not Graduate,No,366294,0,9840,360,,Rural,Y
LP002836,Male,No,0,Graduate,No,273306,0,5740,360,1,Urban,Y
LP002837,Male,Yes,3+,Graduate,No,278800,205000,10086,360,0,Rural,N
LP002840,Female,No,0,Graduate,No,194996,0,738,360,1,Urban,N
LP002841,Male,Yes,0,Graduate,No,259612,169248,8528,360,0,Urban,N
LP002842,Male,Yes,1,Graduate,No,280194,143500,15252,360,1,Urban,Y
LP002847,Male,Yes,,Graduate,No,419512,118982,13530,360,0,Urban,N
LP002855,Male,Yes,2,Graduate,No,1366612,0,22550,360,1,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,502250,133250,15334,480,1,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,525292,0,12300,360,1,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,259038,37802,8856,84,1,Urban,Y
LP002872,,Yes,0,Graduate,No,253134,181220,11152,360,0,Semiurban,N
LP002874,Male,No,0,Graduate,No,264778,224598,9020,360,1,Urban,Y
LP002877,Male,Yes,1,Graduate,No,146124,183024,8774,360,1,Rural,Y
LP002888,Male,No,0,Graduate,,260924,239194,13202,360,1,Urban,Y
LP002892,Male,Yes,2,Graduate,No,536280,0,16810,360,1,Semiurban,Y
LP002893,Male,No,0,Graduate,No,150552,2774634,7380,360,1,Urban,N
LP002894,Female,Yes,0,Graduate,No,259612,0,2952,360,1,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,154160,0,5002,360,,Rural,N
LP002911,Male,Yes,1,Graduate,No,228534,157194,11972,360,0,Rural,N
LP002912,Male,Yes,1,Graduate,No,351206,246000,14104,84,1,Rural,N
LP002916,Male,Yes,0,Graduate,No,188354,124804,8528,360,1,Urban,Y
LP002917,Female,No,0,Not Graduate,No,177530,0,5740,360,1,Semiurban,Y
LP002925,,No,0,Graduate,No,389500,0,7708,360,1,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,223532,0,8692,360,0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,246000,280112,4592,180,1,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,492000,0,16810,240,1,Semiurban,N
LP002933,,No,3+,Graduate,Yes,767274,0,23944,360,1,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,316438,270600,11644,180,1,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,1321840,0,21320,360,1,Urban,Y
LP002940,Male,No,0,Not Graduate,No,314306,0,9020,360,1,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,523406,82000,15334,360,1,Rural,N
LP002943,Male,No,,Graduate,No,244934,0,7216,360,0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,816966,0,14760,360,1,Rural,Y
LP002948,Male,Yes,2,Graduate,No,473960,0,15744,360,1,Urban,Y
LP002949,Female,No,3+,Graduate,,34112,3416694,28700,180,,Urban,N
LP002950,Male,Yes,0,Not Graduate,,237308,228944,12710,360,1,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,467646,0,10496,360,1,Urban,Y
LP002958,Male,No,0,Graduate,No,301432,352682,14104,360,1,Rural,Y
LP002959,Female,Yes,1,Graduate,No,984000,0,40672,360,1,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,196800,311600,,180,1,Urban,N
LP002961,Male,Yes,1,Graduate,No,278800,205000,14186,360,1,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,326934,115702,12874,360,1,Rural,Y
LP002974,Male,Yes,0,Graduate,No,265024,159900,8856,360,1,Rural,Y
LP002978,Female,No,0,Graduate,No,237800,0,5822,360,1,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,336692,0,3280,180,1,Rural,Y
LP002983,Male,Yes,1,Graduate,No,661904,19680,20746,360,1,Urban,Y
LP002984,Male,Yes,2,Graduate,No,621806,0,15334,360,1,Urban,Y
LP002990,Female,No,0,Graduate,Yes,375806,0,10906,360,0,Semiurban,N
